iter	Logloss
558	0.6551853578
559	0.6551360676
560	0.6551150103
561	0.655044489
562	0.6549648916
563	0.654889283
564	0.6548355805
565	0.6548032537
566	0.6547567705
567	0.6547141488
568	0.6546542658
569	0.654590389
570	0.6545265271
571	0.6544677161
572	0.6544107906
573	0.6543569188
574	0.6543016359
575	0.6542559903
576	0.65418259
577	0.654129307
578	0.6540660872
579	0.6540249625
580	0.653970398
581	0.6539093512
582	0.6538743389
583	0.6538253789
584	0.653789387
585	0.6537435396
586	0.653690901
587	0.6536388661
588	0.6535805792
589	0.6535464754
590	0.6534574135
591	0.6534105334
592	0.6533829459
593	0.6533287978
594	0.6532931548
595	0.6532626061
596	0.6531853852
597	0.6531410491
598	0.6530679804
599	0.6529871954
600	0.6529582275
601	0.6528990665
602	0.6528586273
603	0.6528192981
604	0.6527836318
605	0.6527161985
606	0.6526333564
607	0.6526100962
608	0.6525717202
609	0.6525176667
610	0.6524357127
611	0.6523927462
612	0.6523431142
613	0.6523228591
614	0.6522760451
615	0.6522391696
616	0.6521897401
617	0.6521205413
618	0.652083384
619	0.6520325491
620	0.6519909303
621	0.6519524742
622	0.6519361771
623	0.651876629
624	0.6518207551
625	0.6517602697
626	0.6517167946
627	0.6516583336
628	0.6516222149
629	0.6515869807
630	0.6515205718
631	0.6514722795
632	0.6514342445
633	0.6513740641
634	0.6513397274
635	0.6512759771
636	0.6512411356
637	0.6512146558
638	0.6511476954
639	0.6511077588
640	0.6510670214
641	0.6510127253
642	0.6509631795
643	0.650904752
644	0.650827026
645	0.6507909991
646	0.6507562868
647	0.6506908016
648	0.6506551742
649	0.6505834039
650	0.6505433899
651	0.6505036025
652	0.6504360175
653	0.6503708587
654	0.6503447782
655	0.6503014966
656	0.6502473364
657	0.6502281834
658	0.6501851582
659	0.6501518634
660	0.6501115502
661	0.6500544634
662	0.6499976323
663	0.6499636637
664	0.6499031072
665	0.6498692714
666	0.6497940082
667	0.649768288
668	0.6497327462
669	0.6496956389
670	0.6496451835
671	0.6496109298
672	0.6495396732
673	0.6495159598
674	0.6494455446
675	0.6494081312
676	0.6493565211
677	0.6493001078
678	0.6492657063
679	0.6491842274
680	0.6491222195
681	0.6490969666
682	0.6490757391
683	0.6490095233
684	0.6489570133
685	0.6489145804
686	0.6488748256
687	0.6488190271
688	0.6487523247
689	0.6487110197
690	0.6486725799
691	0.6486218578
692	0.6486036277
693	0.6485774919
694	0.6485354718
695	0.6484961021
696	0.6484703208
697	0.6484013417
698	0.648361606
699	0.6483075308
700	0.6482401137
701	0.6482087801
702	0.6481613244
703	0.6481128461
704	0.6480744364
705	0.6480240532
706	0.6479974801
707	0.6479615826
708	0.6479347825
709	0.6479068302
710	0.6478617906
711	0.6478192476
712	0.6477840716
713	0.6477649886
714	0.6477384596
715	0.647680047
716	0.6476480693
717	0.6475840084
718	0.6475297081
719	0.6474630732
720	0.6474306488
721	0.6473880212
722	0.6473628833
723	0.6473182975
724	0.6472427696
725	0.647190138
726	0.6471624491
727	0.64709828
728	0.6470613344
729	0.6470334858
730	0.6469979376
731	0.6469484491
732	0.6468813329
733	0.6468675695
734	0.646808677
735	0.6467306614
736	0.6466628474
737	0.6466411707
738	0.646605402
739	0.6465666231
740	0.6465036645
741	0.6464435124
742	0.6464128471
743	0.6463660976
744	0.6463361093
745	0.646261693
746	0.6462174147
747	0.6461859232
748	0.6461568112
749	0.6459528232
750	0.6459068424
751	0.6458749641
752	0.6458199818
753	0.6457934707
754	0.6457513238
755	0.6457168781
756	0.6456957163
757	0.6456654969
758	0.6456008307
759	0.64558152
760	0.6455505481
761	0.6455318523
762	0.6454810763
763	0.6454272304
764	0.6453736802
765	0.645332243
766	0.6452773397
767	0.6452378103
768	0.6451637718
769	0.6451405083
770	0.6451247616
771	0.6450801922
772	0.6450246679
773	0.6449901181
774	0.6449288444
775	0.6449029727
776	0.6448671
777	0.6448147272
778	0.6447751508
779	0.6447324348
780	0.6446858089
781	0.6446589411
782	0.6446187775
783	0.6445509037
784	0.6444975447
785	0.6444498106
786	0.6443903618
787	0.6443524379
788	0.6443005856
789	0.6442613647
790	0.644195646
791	0.6441359683
792	0.6440722993
793	0.6440142665
794	0.643974808
795	0.6439331272
796	0.6438973885
797	0.6438697098
798	0.6438377845
799	0.6437892677
800	0.6437382492
801	0.6437229348
802	0.6436947975
803	0.643632687
804	0.6435853892
805	0.643538104
806	0.6434761411
807	0.6434558387
808	0.643431955
809	0.6434054991
810	0.6433897584
811	0.6433218805
812	0.6432883624
813	0.6432590783
814	0.6432055732
815	0.6431723301
816	0.6431051075
817	0.6430434321
818	0.6430108712
819	0.6429795087
820	0.6429132348
821	0.6428765581
822	0.6428472194
823	0.6427904637
824	0.6427499269
825	0.6427207116
826	0.6426915198
827	0.642665598
828	0.6425964191
829	0.6425283315
830	0.6424822994
831	0.6424495188
832	0.6423965316
833	0.6423379982
834	0.6422979247
835	0.6422689241
836	0.6422098361
837	0.6421662826
838	0.6421327473
839	0.6420586209
840	0.6420111178
841	0.6419741346
842	0.6419370983
843	0.64186989
844	0.6418137207
845	0.6417641632
846	0.6417286842
847	0.6416892271
848	0.641620912
849	0.6415893861
850	0.6415434038
851	0.6414737097
852	0.641457306
853	0.6414354139
854	0.6413943281
855	0.6413367467
856	0.6412429067
857	0.6412007624
858	0.6411475809
859	0.641105324
860	0.6410582754
861	0.6410213214
862	0.6409778756
863	0.6409397726
864	0.6408982635
865	0.6408712809
866	0.6408342492
867	0.6407905801
868	0.6407407067
869	0.6406800224
870	0.6406505798
871	0.6406149798
872	0.6405716329
873	0.6405257229
874	0.6404696918
875	0.6404448168
876	0.640411931
877	0.6403692022
878	0.6403377581
879	0.640294992
880	0.6402435765
881	0.6402181743
882	0.6401759146
883	0.640153653
884	0.6401356976
885	0.6400943533
886	0.6400482726
887	0.6399980216
888	0.639947527
889	0.6399318863
890	0.6399123847
891	0.6398623233
892	0.6398212181
893	0.6397772868
894	0.6397389083
895	0.6397081814
896	0.6396669892
897	0.6396277954
898	0.6395947596
899	0.6395732815
900	0.6395550205
901	0.6395288978
902	0.639486177
903	0.6394533166
904	0.6394068681
905	0.6393912112
906	0.6393283982
907	0.6392898021
908	0.6392683394
909	0.6392143553
910	0.6391617556
911	0.6391293258
912	0.6390736311
913	0.6390451537
914	0.6389819385
915	0.6389431371
916	0.6388986632
917	0.6388421567
918	0.6387979496
919	0.6387716387
920	0.6387222717
921	0.638656367
922	0.638642875
923	0.6386020778
924	0.6385562374
925	0.6385314666
926	0.6384703481
927	0.6384286135
928	0.6383534924
929	0.6383305111
930	0.6383011067
931	0.6382584605
932	0.6382059656
933	0.6381600173
934	0.6381275752
935	0.638105957
936	0.6380732092
937	0.6380602265
938	0.6379915922
939	0.6379353317
940	0.6378935706
941	0.6378738782
942	0.6378316768
943	0.6377670506
944	0.6377304622
945	0.6377114579
946	0.6376871701
947	0.6376543669
948	0.6374911363
949	0.6374489717
950	0.6374007054
951	0.637356609
952	0.6373337307
953	0.6372871262
954	0.6372757972
955	0.6372373635
956	0.6372023168
957	0.6371734352
958	0.6371227975
959	0.6370585691
960	0.6370021592
961	0.6369753699
962	0.6369158368
963	0.6368863369
964	0.6368280461
965	0.6367536665
966	0.6367041119
967	0.6366881333
968	0.6366442002
969	0.636608434
970	0.636549794
971	0.636509572
972	0.6364836474
973	0.6364590632
974	0.6363854414
975	0.6363412517
976	0.63629662
977	0.6362469397
978	0.6362098901
979	0.6361784159
980	0.6361165974
981	0.6360765791
982	0.6360329309
983	0.635999263
984	0.6359364582
985	0.6359154579
986	0.6358821452
987	0.635854149
988	0.6358232844
989	0.6357748022
