iter	Passed	Remaining
374	411521	1783257
375	412516	1781719
376	413586	1780508
377	414416	1778263
378	415413	1776742
379	416220	1774415
380	417038	1772141
381	417898	1770050
382	418796	1768130
383	419683	1766169
384	420554	1764145
385	421442	1762196
386	422211	1759758
387	423114	1757889
388	424011	1755995
389	425116	1754966
390	425843	1752382
391	426735	1750486
392	427521	1748158
393	431306	1758066
394	434891	1767092
395	436278	1767146
396	437234	1765458
397	438117	1763478
398	439296	1762692
399	440158	1760632
400	441738	1761446
401	443066	1761243
402	444302	1760671
403	445319	1759232
404	446274	1757549
405	447410	1756582
406	448449	1755233
407	449543	1754101
408	450727	1753320
409	451726	1751816
410	452907	1751021
411	454179	1750577
412	455934	1751981
413	457477	1752560
414	458508	1751171
415	459829	1750889
416	461018	1750100
417	462106	1748928
418	463136	1747539
419	464124	1745993
420	465227	1744878
421	466879	1745820
422	467937	1744534
423	468964	1743132
424	470476	1743529
425	471602	1742493
426	472685	1741298
427	473891	1740553
428	474665	1738226
429	475818	1737289
430	476647	1735173
431	477674	1733783
432	478454	1731495
433	479373	1729720
434	480209	1727651
435	481140	1725926
436	482404	1725396
437	483533	1724381
438	484709	1723535
439	485525	1721408
440	486402	1719504
441	487276	1717593
442	488124	1715598
443	488945	1713511
444	489786	1711502
445	490775	1710009
446	491944	1709149
447	493013	1707938
448	494652	1708700
449	497419	1713335
450	498580	1712419
451	499706	1711385
452	500835	1710359
453	501846	1708930
454	503208	1708695
455	504221	1707274
456	505019	1705129
457	506013	1703653
458	506824	1701561
459	508218	1701425
460	509360	1700445
461	511105	1701473
462	512356	1700846
463	513639	1700322
464	514680	1698997
465	515937	1698386
466	517144	1697606
467	517974	1695590
468	518952	1694064
469	519981	1692707
470	521519	1692999
471	522990	1693071
472	524097	1691961
473	524969	1690091
474	525837	1688216
475	526603	1686015
476	527672	1684789
477	528568	1683014
478	529561	1681551
479	530877	1681112
480	532073	1680290
481	533823	1681211
482	534655	1679239
483	535961	1678754
484	536915	1677169
485	538201	1676620
486	539071	1674773
487	540007	1673137
488	541373	1672831
489	542487	1671747
490	543349	1669886
491	544203	1668005
492	545168	1666469
493	546202	1665142
494	547130	1663498
495	548268	1662491
496	549165	1660754
497	550221	1659503
498	551374	1658543
499	552732	1658198
500	554054	1657739
501	555059	1656331
502	556032	1654833
503	556988	1653282
504	557859	1651483
505	558819	1649952
506	559747	1648328
507	561443	1648963
508	562626	1648087
509	563900	1647473
510	565430	1647604
511	566731	1647062
512	568001	1646428
513	569114	1645340
514	569957	1643470
515	571031	1642269
516	571884	1640435
517	572891	1639044
518	573845	1637506
519	574882	1636205
520	575893	1634829
521	576680	1632822
522	577678	1631416
523	578722	1630141
524	580030	1629608
525	582330	1631852
526	583080	1629747
527	584129	1628483
528	584959	1626607
529	585726	1624562
530	586951	1623788
531	587777	1621911
532	588561	1619923
533	589404	1618104
534	590546	1617102
535	591477	1615529
536	592560	1614368
537	593528	1612897
538	594511	1611468
539	595440	1609893
540	597021	1610082
541	597806	1608121
542	598755	1606604
543	599732	1605165
544	600641	1603548
545	601528	1601872
546	602821	1601279
547	604140	1600752
548	605003	1599017
549	605921	1597430
550	606722	1595537
551	607557	1593737
552	608373	1591893
553	609682	1591337
554	611185	1591285
555	612105	1589714
556	613284	1588813
557	614340	1587597
558	615503	1586654
559	616757	1585947
560	617871	1584878
561	618719	1583129
562	619640	1581568
563	620503	1579863
564	621539	1578599
565	622502	1577151
566	623467	1575711
567	624402	1574198
568	625421	1572895
569	626350	1571370
570	627468	1570320
571	628665	1569464
572	629587	1567925
573	630762	1567016
574	631824	1565826
575	632765	1564336
576	633734	1562918
577	634697	1561486
578	635588	1559880
579	636816	1559102
580	637912	1557999
581	638726	1556210
582	639976	1555483
583	641051	1554329
584	642009	1552893
585	642910	1551323
586	643795	1549715
587	644725	1548219
588	645653	1546719
589	646802	1545748
590	649209	1547777
591	650116	1546223
592	651003	1544623
593	651972	1543222
594	652941	1541820
595	654302	1541343
596	655121	1539589
597	656091	1538194
598	656926	1536483
599	658010	1535358
600	659077	1534191
601	660126	1532984
602	661519	1532574
603	662759	1531807
604	664280	1531687
605	666093	1532234
606	667009	1530716
607	668504	1530523
608	669569	1529344
609	670520	1527907
610	672999	1529944
611	674242	1529163
612	675177	1527684
613	676767	1527686
614	678040	1526968
615	679964	1527711
616	681094	1526667
617	682049	1525231
618	683372	1524615
619	684469	1523495
620	685379	1521961
621	686391	1520655
622	687786	1520195
623	688698	1518668
624	690367	1518808
625	691534	1517841
626	692840	1517177
627	693749	1515644
628	694847	1514524
629	696079	1513696
630	696998	1512187
631	698062	1510995
632	699150	1509855
633	699951	1508098
634	701327	1507577
635	701991	1505529
636	702928	1504068
637	704321	1503581
638	705128	1501846
639	706263	1500809
640	707046	1499027
641	709086	1499906
642	709870	1498125
643	710617	1496268
644	711384	1494458
645	712746	1493898
646	713991	1493091
647	714894	1491569
648	716305	1491107
649	717670	1490545
650	719741	1491446
651	720821	1490288
652	721696	1488705
653	722605	1487197
654	723959	1486603
655	725068	1485505
656	725981	1484007
657	726903	1482529
658	727876	1481156
659	729044	1480181
660	730046	1478869
661	731073	1477607
662	732152	1476453
663	733249	1475333
664	734295	1474111
665	735314	1472837
666	736229	1471354
667	738146	1471872
668	739119	1470505
669	740067	1469088
670	741030	1467705
671	742329	1466985
672	743217	1465451
673	744598	1464891
674	745678	1463739
675	746944	1462949
676	747748	1461257
677	748749	1459952
678	749617	1458387
679	750470	1456796
680	751428	1455410
681	752575	1454391
682	753794	1453510
683	754675	1451977
684	755475	1450292
685	756313	1448681
686	757462	1447667
687	758237	1445941
688	759056	1444301
689	760195	1443269
690	761143	1441876
691	761971	1440258
692	762870	1438776
693	764053	1437828
694	764957	1436359
695	765919	1434999
696	767344	1434505
697	768192	1432932
698	769326	1431893
699	770780	1431449
700	771561	1429756
701	772508	1428370
702	773456	1426988
703	774373	1425550
704	775376	1424273
705	776303	1422856
706	777239	1421457
707	778287	1420264
708	779260	1418935
709	780225	1417593
710	781118	1416119
711	782187	1414968
712	783371	1414023
713	784470	1412925
714	785850	1412333
715	787058	1411428
716	788123	1410268
717	789076	1408908
718	789925	1407363
719	790829	1405919
720	792154	1405223
721	793237	1404096
722	794393	1403099
723	796063	1403006
724	796986	1401597
725	797778	1399958
726	799049	1399160
727	799856	1397552
728	800701	1396010
729	801887	1395064
730	802931	1393871
731	803864	1392487
732	804682	1390904
733	806248	1390613
734	807179	1389227
735	808218	1388027
736	809215	1386756
737	810360	1385738
738	811624	1384923
739	812532	1383501
740	813611	1382371
741	814565	1381029
742	816641	1381586
743	817749	1380501
744	818967	1379603
745	819901	1378225
746	820922	1376996
747	821891	1375679
748	823049	1374679
749	826248	1377080
750	827429	1376111
751	828472	1374912
752	829305	1373365
753	830492	1372405
754	831530	1371199
755	832544	1369953
756	834380	1370058
757	835392	1368808
758	836309	1367404
759	837751	1366857
760	838810	1365685
761	839872	1364517
762	841110	1363635
763	841948	1362104
764	842982	1360893
765	844402	1360304
766	845227	1358755
767	846488	1357907
768	847395	1356493
769	849220	1356546
770	850558	1355819
771	851445	1354372
772	852266	1352821
773	853568	1352035
774	854421	1350537
775	855406	1349250
776	856343	1347887
777	857282	1346528
778	858634	1345818
779	859653	1344586
780	860723	1343434
781	862179	1342883
782	863266	1341756
783	864161	1340332
784	865256	1339218
785	866041	1337626
786	866977	1336268
787	868123	1335235
788	869109	1333956
789	869906	1332388
790	870857	1331057
791	871791	1329701
792	873070	1328873
793	874053	1327593
794	875274	1326674
795	876297	1325454
796	877806	1324970
797	879256	1324393
798	880140	1322964
799	881188	1321783
800	882261	1320638
801	883645	1319958
802	884837	1318992
803	885794	1317674
804	887279	1317141
805	888334	1315968
806	889299	1314664
807	890787	1314132
808	892100	1313340
809	893250	1312306
810	894584	1311543
811	895337	1309927
812	896284	1308597
813	897168	1307176
814	897990	1305666
815	899342	1304927
816	900198	1303469
817	900951	1301864
818	901887	1300523
819	902958	1299379
820	904074	1298299
821	905167	1297186
822	906607	1296569
823	907488	1295153
824	908531	1293968
825	909776	1293072
826	911304	1292575
827	912476	1291573
828	913405	1290226
829	914494	1289106
830	915658	1288092
831	917105	1287475
832	918041	1286139
833	918915	1284719
834	919875	1283419
835	921229	1282669
836	923576	1283297
837	924325	1281701
838	925135	1280194
839	925986	1278743
840	926844	1277304
841	928054	1276350
842	928863	1274845
843	929686	1273361
844	930458	1271810
845	931479	1270599
846	932339	1269170
847	933194	1267735
848	933939	1266154
849	935050	1265067
850	935990	1263752
851	936763	1262212
852	937905	1261169
853	939215	1260352
854	940756	1259843
855	941812	1258684
856	943465	1258321
857	944930	1257704
858	945751	1256230
859	947218	1255614
860	949322	1255839
861	950436	1254753
862	951292	1253325
863	952479	1252334
864	953509	1251137
865	954584	1249998
866	956035	1249352
867	957007	1248078
868	958198	1247092
869	959421	1246145
870	960637	1245189
871	961762	1244114
872	962747	1242860
873	963841	1241745
874	964651	1240265
875	965651	1239031
876	966907	1238127
877	967905	1236890
878	969385	1236270
879	970432	1235095
880	971640	1234126
881	972920	1233247
882	974014	1232133
883	975357	1231333
884	976431	1230193
885	977478	1229019
886	978455	1227757
887	979732	1226871
888	980583	1225453
889	982023	1224771
890	983718	1224403
891	984580	1222998
892	985403	1221546
893	986715	1220702
894	987634	1219369
895	988753	1218285
896	989718	1217011
897	990886	1215987
898	992109	1215030
899	993274	1214002
900	994300	1212803
901	995140	1211379
902	996057	1210049
903	996951	1208692
904	997973	1207492
905	999408	1206791
906	1000209	1205324
907	1001013	1203862
908	1002329	1203015
909	1004756	1203499
910	1005642	1202134
911	1006808	1201104
912	1007574	1199599
913	1008609	1198413
914	1009461	1197011
915	1010337	1195640
916	1011180	1194228
917	1011918	1192696
918	1012846	1191390
919	1013723	1190023
920	1014599	1188657
921	1015467	1187281
922	1016429	1186017
923	1017190	1184520
924	1017987	1183066
925	1018733	1181554
926	1019478	1180043
927	1020244	1178558
928	1021350	1177466
929	1022340	1176240
930	1023404	1175101
931	1024684	1174209
932	1025348	1172611
933	1026494	1171566
934	1027503	1170365
935	1028589	1169251
936	1029530	1167973
937	1030841	1167114
938	1032991	1167203
939	1033795	1165769
940	1034870	1164641
941	1035760	1163306
942	1036473	1161773
943	1037202	1160259
944	1037979	1158802
945	1039093	1157721
946	1040028	1156441
947	1041129	1155346
948	1043904	1156104
949	1044606	1154565
950	1045449	1153182
951	1046538	1152071
952	1047366	1150674
953	1048358	1149457
954	1049726	1148653
955	1050699	1147416
956	1051466	1145955
957	1052607	1144902
958	1053557	1143643
959	1054346	1142208
960	1055068	1140703
961	1055954	1139377
962	1056731	1137934
963	1058156	1137188
964	1058934	1135748
965	1059690	1134286
966	1060642	1133033
967	1062279	1132513
968	1063033	1131049
969	1063982	1129795
970	1064982	1128596
971	1065829	1127235
972	1066969	1126184
973	1067924	1124938
974	1068726	1123533
975	1069535	1122135
976	1070363	1120758
977	1071152	1119343
978	1071918	1117904
979	1072830	1116619
980	1073663	1115253
981	1075191	1114607
982	1076785	1114028
983	1077875	1112928
984	1078670	1111522
985	1079995	1110665
986	1080837	1109309
987	1081688	1107964
988	1083003	1107094
989	1083911	1105808
